
,Crime_ID,Description,DateTime,NID
10609,10609,Theft from Vehicle,"2003/1/4, 17:45",23.0
10610,10610,Mischief,"2003/6/30, 11:0",23.0
10611,10611,Theft from Vehicle,"2003/10/3, 8:45",23.0
10612,10612,Theft of Bicycle,"2003/10/1, 0:0",6.0
10613,10613,Break and Enter Residential/Other,"2003/10/1, 17:30",5.0
10614,10614,Theft from Vehicle,"2003/3/6, 3:0",14.0
10615,10615,Theft of Bicycle,"2003/10/9, 17:0",14.0
10616,10616,Theft of Bicycle,"2003/8/9, 2:0",14.0
10617,10617,Break and Enter Residential/Other,"2003/7/21, 1:15",9.0
10618,10618,Break and Enter Residential/Other,"2003/6/24, 18:15",6.0
10619,10619,Break and Enter Residential/Other,"2003/9/4, 10:0",11.0
10620,10620,Mischief,"2003/3/15, 12:0",23.0
10621,10621,Theft from Vehicle,"2003/8/2, 16:0",12.0
10622,10622,Theft from Vehicle,"2003/10/4, 23:59",23.0
10623,10623,Break and Enter Residential/Other,"2003/12/20, 9:0",6.0
10624,10624,Theft from Vehicle,"2003/6/28, 20:0",23.0
10625,10625,Theft of Bicycle,"2003/1/14, 21:0",6.0
10626,10626,Theft of Vehicle,"2003/7/10, 19:30",17.0
10628,10628,Theft from Vehicle,"2003/1/30, 0:1",12.0
10629,10629,Theft of Vehicle,"2003/5/12, 15:30",17.0
10630,10630,Break and Enter Residential/Other,"2003/1/18, 11:0",23.0
10631,10631,Break and Enter Residential/Other,"2003/1/23, 11:19",23.0
10632,10632,Break and Enter Residential/Other,"2003/4/9, 10:45",23.0
10633,10633,Break and Enter Residential/Other,"2003/4/9, 11:0",23.0
10634,10634,Break and Enter Residential/Other,"2003/4/24, 10:14",23.0
10635,10635,Break and Enter Residential/Other,"2003/10/6, 23:0",23.0
10636,10636,Break and Enter Residential/Other,"2003/10/12, 13:30",23.0
10637,10637,Break and Enter Residential/Other,"2003/10/15, 23:0",23.0
10638,10638,Break and Enter Residential/Other,"2003/11/3, 8:30",23.0
10639,10639,Break and Enter Residential/Other,"2003/11/5, 0:0",23.0
10640,10640,Break and Enter Residential/Other,"2003/11/9, 10:0",23.0
10641,10641,Break and Enter Residential/Other,"2003/11/16, 15:0",23.0
10642,10642,Theft from Vehicle,"2003/11/7, 16:0",23.0
10644,10644,Mischief,"2003/10/18, 17:14",7.0
10645,10645,Theft from Vehicle,"2003/11/21, 21:0",12.0
10646,10646,Break and Enter Residential/Other,"2003/9/21, 10:0",5.0
10650,10650,Theft of Bicycle,"2003/12/8, 20:0",6.0
10651,10651,Break and Enter Residential/Other,"2003/6/6, 14:10",9.0
10653,10653,Break and Enter Residential/Other,"2003/12/7, 10:30",21.0
10654,10654,Theft from Vehicle,"2003/4/21, 21:0",6.0
10655,10655,Theft of Vehicle,"2003/5/20, 23:0",17.0
10656,10656,Break and Enter Residential/Other,"2003/12/1, 21:0",23.0
10657,10657,Break and Enter Residential/Other,"2003/12/3, 13:0",23.0
10662,10662,Break and Enter Residential/Other,"2003/12/22, 6:30",11.0
10664,10664,Break and Enter Residential/Other,"2003/12/23, 9:36",11.0
10667,10667,Break and Enter Residential/Other,"2003/1/17, 15:45",11.0
10670,10670,Theft from Vehicle,"2003/3/29, 17:0",7.0
10671,10671,Theft from Vehicle,"2003/5/20, 0:1",6.0
10673,10673,Theft from Vehicle,"2003/9/27, 23:30",7.0
10676,10676,Break and Enter Residential/Other,"2003/9/6, 23:0",18.0
10677,10677,Theft of Vehicle,"2003/11/22, 21:0",14.0
10678,10678,Theft of Bicycle,"2003/6/28, 11:0",7.0
10679,10679,Mischief,"2003/3/29, 17:0",12.0
10681,10681,Theft from Vehicle,"2003/7/31, 21:30",7.0
10684,10684,Theft from Vehicle,"2003/5/19, 23:30",6.0
10685,10685,Mischief,"2003/2/26, 18:25",7.0
10686,10686,Break and Enter Residential/Other,"2003/12/19, 5:55",12.0
10687,10687,Break and Enter Residential/Other,"2003/3/6, 11:15",12.0
10688,10688,Break and Enter Residential/Other,"2003/10/25, 0:0",21.0
10690,10690,Mischief,"2003/9/29, 12:0",21.0
10692,10692,Theft of Vehicle,"2003/8/6, 18:0",14.0
10693,10693,Break and Enter Residential/Other,"2003/5/26, 9:0",12.0
10694,10694,Mischief,"2003/3/17, 22:50",23.0
10695,10695,Mischief,"2003/7/18, 23:0",21.0
10696,10696,Theft from Vehicle,"2003/5/26, 17:0",5.0
10699,10699,Mischief,"2003/11/30, 3:0",7.0
10700,10700,Break and Enter Residential/Other,"2003/7/1, 0:0",5.0
10701,10701,Theft of Vehicle,"2003/11/20, 15:20",14.0
10703,10703,Theft from Vehicle,"2003/7/24, 23:0",14.0
10704,10704,Theft from Vehicle,"2003/5/19, 22:30",6.0
10705,10705,Theft of Bicycle,"2003/6/22, 23:0",7.0
10706,10706,Mischief,"2003/10/28, 10:55",14.0
10707,10707,Break and Enter Residential/Other,"2003/2/27, 18:0",7.0
10709,10709,Other Theft,"2003/11/29, 7:50",14.0
10712,10712,Break and Enter Residential/Other,"2003/7/20, 23:45",5.0
10713,10713,Theft of Bicycle,"2003/6/29, 13:45",6.0
10714,10714,Break and Enter Residential/Other,"2003/7/24, 14:45",7.0
10715,10715,Theft of Bicycle,"2003/6/27, 13:30",6.0
10718,10718,Theft from Vehicle,"2003/9/27, 11:30",23.0
10720,10720,Break and Enter Residential/Other,"2003/5/19, 6:15",7.0
10721,10721,Other Theft,"2003/8/30, 9:30",10.0
10722,10722,Other Theft,"2003/6/12, 17:44",14.0
10723,10723,Break and Enter Residential/Other,"2003/4/16, 0:15",5.0
10724,10724,Break and Enter Residential/Other,"2003/5/6, 1:0",5.0
10725,10725,Theft of Vehicle,"2003/9/6, 21:30",14.0
10726,10726,Break and Enter Residential/Other,"2003/10/4, 18:0",7.0
10729,10729,Theft from Vehicle,"2003/10/27, 16:0",12.0
10730,10730,Break and Enter Residential/Other,"2003/11/21, 19:0",16.0
10732,10732,Other Theft,"2003/5/10, 13:56",14.0
10733,10733,Theft from Vehicle,"2003/5/19, 21:30",6.0
10734,10734,Break and Enter Residential/Other,"2003/11/30, 9:45",7.0
10736,10736,Theft of Bicycle,"2003/4/9, 16:0",12.0
10740,10740,Theft from Vehicle,"2003/5/13, 17:30",12.0
10741,10741,Mischief,"2003/5/29, 9:30",23.0
10742,10742,Theft of Bicycle,"2003/4/9, 12:30",12.0
10744,10744,Theft from Vehicle,"2003/10/26, 21:0",8.0
10745,10745,Theft from Vehicle,"2003/7/1, 0:22",8.0
10746,10746,Theft of Bicycle,"2003/6/14, 23:0",12.0
10747,10747,Theft from Vehicle,"2003/2/22, 18:0",8.0
10749,10749,Theft from Vehicle,"2003/2/21, 10:0",23.0
10752,10752,Break and Enter Residential/Other,"2003/5/13, 21:0",18.0
10753,10753,Mischief,"2003/4/27, 21:0",15.0
10754,10754,Mischief,"2003/12/13, 5:15",23.0
10755,10755,Theft of Bicycle,"2003/4/10, 10:0",12.0
10756,10756,Break and Enter Residential/Other,"2003/6/21, 11:19",16.0
10757,10757,Theft of Bicycle,"2003/4/5, 13:15",12.0
10758,10758,Theft of Bicycle,"2003/4/5, 13:0",12.0
10759,10759,Theft of Bicycle,"2003/2/25, 21:30",12.0
10761,10761,Break and Enter Residential/Other,"2003/12/21, 2:31",13.0
10762,10762,Break and Enter Residential/Other,"2003/12/22, 21:30",13.0
10763,10763,Theft from Vehicle,"2003/10/27, 7:0",7.0
10765,10765,Theft of Bicycle,"2003/8/14, 10:20",12.0
10766,10766,Theft of Vehicle,"2003/4/2, 18:30",20.0
10767,10767,Theft from Vehicle,"2003/9/24, 5:45",23.0
10768,10768,Mischief,"2003/10/25, 1:40",21.0
10769,10769,Other Theft,"2003/11/1, 18:40",6.0
10770,10770,Break and Enter Residential/Other,"2003/1/9, 19:43",23.0
10771,10771,Break and Enter Residential/Other,"2003/8/23, 6:0",23.0
10773,10773,Theft from Vehicle,"2003/5/12, 22:0",17.0
10774,10774,Theft from Vehicle,"2003/3/31, 7:30",6.0
10775,10775,Theft from Vehicle,"2003/4/29, 9:50",6.0
10776,10776,Theft of Bicycle,"2003/11/9, 14:0",20.0
10781,10781,Mischief,"2003/7/9, 23:15",11.0
10782,10782,Theft of Bicycle,"2003/2/4, 17:0",20.0
10784,10784,Break and Enter Residential/Other,"2003/4/15, 21:30",5.0
10786,10786,Theft from Vehicle,"2003/5/6, 13:15",6.0
10787,10787,Break and Enter Residential/Other,"2003/9/20, 12:45",23.0
10788,10788,Theft of Bicycle,"2003/12/16, 9:0",20.0
10789,10789,Theft of Bicycle,"2003/9/20, 20:0",20.0
10790,10790,Theft of Bicycle,"2003/10/7, 12:0",6.0
10793,10793,Mischief,"2003/9/26, 16:45",15.0
10795,10795,Break and Enter Residential/Other,"2003/11/8, 18:0",23.0
10796,10796,Break and Enter Residential/Other,"2003/11/7, 18:0",8.0
10797,10797,Break and Enter Residential/Other,"2003/7/27, 4:35",23.0
10798,10798,Break and Enter Residential/Other,"2003/11/19, 0:1",23.0
10799,10799,Mischief,"2003/11/29, 17:30",20.0
10801,10801,Theft from Vehicle,"2003/5/8, 8:30",6.0
10805,10805,Theft from Vehicle,"2003/5/9, 8:30",6.0
10812,10812,Break and Enter Residential/Other,"2003/10/27, 8:0",7.0
10813,10813,Break and Enter Residential/Other,"2003/11/5, 20:50",7.0
10814,10814,Theft from Vehicle,"2003/5/23, 8:30",6.0
10823,10823,Break and Enter Residential/Other,"2003/10/31, 12:30",12.0
10825,10825,Break and Enter Residential/Other,"2003/10/31, 15:0",8.0
10826,10826,Theft of Vehicle,"2003/9/12, 12:30",7.0
10827,10827,Theft of Vehicle,"2003/8/17, 18:0",7.0
10828,10828,Theft of Vehicle,"2003/8/16, 15:0",8.0
10829,10829,Break and Enter Residential/Other,"2003/2/9, 20:0",12.0
10833,10833,Theft of Bicycle,"2003/11/17, 7:45",6.0
10837,10837,Theft from Vehicle,"2003/8/9, 20:0",12.0
10842,10842,Mischief,"2003/10/7, 19:0",14.0
10844,10844,Theft from Vehicle,"2003/3/27, 12:55",23.0
10847,10847,Theft from Vehicle,"2003/6/4, 16:30",7.0
10848,10848,Break and Enter Residential/Other,"2003/3/28, 2:0",5.0
10849,10849,Theft from Vehicle,"2003/1/15, 18:40",23.0
10850,10850,Theft from Vehicle,"2003/5/3, 20:30",21.0
10851,10851,Break and Enter Residential/Other,"2003/7/15, 12:30",5.0
10854,10854,Theft of Bicycle,"2003/10/1, 22:0",7.0
10857,10857,Theft from Vehicle,"2003/12/3, 1:0",23.0
10859,10859,Break and Enter Residential/Other,"2003/11/27, 22:0",23.0
10864,10864,Break and Enter Residential/Other,"2003/9/17, 15:0",23.0
10866,10866,Break and Enter Residential/Other,"2003/12/24, 0:0",23.0
10867,10867,Mischief,"2003/11/15, 23:35",21.0
10868,10868,Break and Enter Residential/Other,"2003/8/16, 0:0",8.0
10869,10869,Theft from Vehicle,"2003/8/24, 17:0",8.0
10870,10870,Break and Enter Residential/Other,"2003/7/30, 0:0",23.0
10872,10872,Theft from Vehicle,"2003/8/23, 21:30",8.0
10876,10876,Theft from Vehicle,"2003/10/5, 13:0",7.0
10877,10877,Theft from Vehicle,"2003/3/10, 10:0",16.0
10881,10881,Break and Enter Residential/Other,"2003/3/14, 19:0",5.0
10884,10884,Theft from Vehicle,"2003/6/1, 19:30",23.0
10885,10885,Theft from Vehicle,"2003/3/29, 11:0",23.0
10888,10888,Break and Enter Residential/Other,"2003/6/1, 18:45",16.0
10889,10889,Theft from Vehicle,"2003/6/1, 20:30",23.0
10890,10890,Theft from Vehicle,"2003/1/8, 18:30",23.0
10891,10891,Mischief,"2003/1/27, 19:0",12.0
10892,10892,Break and Enter Residential/Other,"2003/7/3, 1:59",8.0
10895,10895,Break and Enter Residential/Other,"2003/7/6, 15:0",23.0
10896,10896,Mischief,"2003/4/14, 0:0",12.0
10897,10897,Theft from Vehicle,"2003/7/28, 21:30",7.0
10902,10902,Other Theft,"2003/2/4, 16:34",16.0
10912,10912,Break and Enter Residential/Other,"2003/10/31, 10:30",9.0
10917,10917,Mischief,"2003/6/20, 15:0",21.0
10920,10920,Break and Enter Residential/Other,"2003/4/4, 2:0",11.0
10926,10926,Break and Enter Residential/Other,"2003/8/13, 11:0",9.0
10930,10930,Break and Enter Residential/Other,"2003/8/30, 0:1",8.0
10931,10931,Theft of Vehicle,"2003/9/23, 21:50",21.0
10932,10932,Theft from Vehicle,"2003/7/28, 13:45",14.0
10933,10933,Theft of Vehicle,"2003/12/24, 1:30",14.0
10934,10934,Theft of Vehicle,"2003/10/4, 1:0",14.0
10936,10936,Theft from Vehicle,"2003/4/25, 0:0",7.0
10937,10937,Theft of Vehicle,"2003/2/1, 18:15",16.0
10939,10939,Break and Enter Residential/Other,"2003/9/28, 23:20",8.0
10940,10940,Break and Enter Residential/Other,"2003/9/23, 7:0",17.0
10943,10943,Theft of Vehicle,"2003/12/15, 17:50",12.0
10944,10944,Break and Enter Residential/Other,"2003/7/17, 17:0",9.0
10945,10945,Theft from Vehicle,"2003/8/29, 1:0",7.0
10946,10946,Break and Enter Residential/Other,"2003/11/21, 17:0",9.0
10947,10947,Break and Enter Residential/Other,"2003/12/19, 1:0",9.0
10949,10949,Mischief,"2003/9/12, 3:30",11.0
10952,10952,Break and Enter Residential/Other,"2003/4/11, 21:0",9.0
10954,10954,Theft from Vehicle,"2003/8/4, 21:30",12.0
10956,10956,Theft from Vehicle,"2003/3/19, 12:0",23.0
10957,10957,Theft from Vehicle,"2003/3/20, 22:0",23.0
10959,10959,Theft from Vehicle,"2003/8/9, 1:0",12.0
10960,10960,Break and Enter Residential/Other,"2003/7/14, 18:0",9.0
10961,10961,Theft from Vehicle,"2003/10/3, 18:50",12.0
10962,10962,Theft of Vehicle,"2003/12/8, 8:0",7.0
10963,10963,Mischief,"2003/10/20, 19:0",10.0
10964,10964,Theft of Bicycle,"2003/5/31, 17:30",20.0
10965,10965,Theft of Vehicle,"2003/6/9, 23:0",7.0
10967,10967,Theft from Vehicle,"2003/6/28, 20:0",21.0
10968,10968,Theft from Vehicle,"2003/6/9, 16:0",17.0
10970,10970,Theft of Vehicle,"2003/10/27, 19:0",7.0
10971,10971,Break and Enter Residential/Other,"2003/1/22, 5:0",10.0
10974,10974,Theft from Vehicle,"2003/7/5, 2:0",21.0
10975,10975,Mischief,"2003/10/24, 23:30",10.0
10976,10976,Break and Enter Residential/Other,"2003/11/3, 15:0",16.0
10977,10977,Theft of Vehicle,"2003/12/22, 21:0",12.0
10981,10981,Break and Enter Residential/Other,"2003/4/6, 11:45",10.0
10982,10982,Break and Enter Residential/Other,"2003/5/20, 10:0",10.0
10984,10984,Theft from Vehicle,"2003/8/19, 23:0",21.0
10985,10985,Break and Enter Residential/Other,"2003/3/28, 18:0",10.0
10987,10987,Theft from Vehicle,"2003/8/18, 15:0",23.0
10988,10988,Theft from Vehicle,"2003/10/3, 8:30",6.0
10989,10989,Break and Enter Residential/Other,"2003/5/17, 17:0",18.0
10990,10990,Theft of Bicycle,"2003/4/18, 22:0",14.0
10992,10992,Theft of Bicycle,"2003/8/18, 22:29",14.0
10993,10993,Other Theft,"2003/2/7, 20:0",16.0
10994,10994,Theft from Vehicle,"2003/9/12, 20:30",23.0
10995,10995,Other Theft,"2003/3/29, 11:55",16.0
10996,10996,Theft from Vehicle,"2003/1/16, 19:0",12.0
10997,10997,Theft of Vehicle,"2003/2/20, 7:30",12.0
10998,10998,Other Theft,"2003/5/11, 13:20",16.0
10999,10999,Theft of Vehicle,"2003/5/6, 9:30",12.0
11002,11002,Break and Enter Residential/Other,"2003/2/14, 17:0",5.0
11004,11004,Break and Enter Residential/Other,"2003/1/9, 18:45",10.0
11005,11005,Mischief,"2003/7/6, 1:0",10.0
11007,11007,Theft of Vehicle,"2003/4/7, 22:0",12.0
11008,11008,Break and Enter Residential/Other,"2003/6/12, 13:0",9.0
11009,11009,Theft of Vehicle,"2003/11/3, 13:30",12.0
11011,11011,Theft from Vehicle,"2003/9/23, 23:0",23.0
11012,11012,Mischief,"2003/10/11, 8:30",21.0
11014,11014,Theft of Vehicle,"2003/5/4, 23:0",12.0
11017,11017,Mischief,"2003/3/21, 9:30",6.0
11018,11018,Theft of Vehicle,"2003/2/15, 20:0",12.0
11019,11019,Mischief,"2003/7/24, 18:30",8.0
11020,11020,Mischief,"2003/6/9, 18:45",21.0
11021,11021,Other Theft,"2003/7/15, 13:30",16.0
11022,11022,Theft of Vehicle,"2003/11/15, 14:0",12.0
11023,11023,Theft from Vehicle,"2003/11/14, 22:30",21.0
11024,11024,Theft of Vehicle,"2003/5/18, 15:0",12.0
11025,11025,Theft of Vehicle,"2003/4/19, 22:0",12.0
11026,11026,Mischief,"2003/2/21, 22:30",11.0
11027,11027,Mischief,"2003/5/26, 4:25",11.0
11028,11028,Break and Enter Residential/Other,"2003/4/28, 21:30",9.0
11029,11029,Theft of Vehicle,"2003/4/25, 23:0",10.0
11030,11030,Break and Enter Residential/Other,"2003/5/6, 3:45",5.0
11031,11031,Other Theft,"2003/8/15, 14:0",16.0
11032,11032,Theft from Vehicle,"2003/5/19, 0:0",12.0
11033,11033,Theft from Vehicle,"2003/1/11, 1:0",7.0
11034,11034,Break and Enter Residential/Other,"2003/6/4, 10:0",8.0
11037,11037,Break and Enter Residential/Other,"2003/6/10, 20:10",7.0
11039,11039,Theft of Vehicle,"2003/7/4, 21:0",12.0
11040,11040,Theft from Vehicle,"2003/8/17, 19:0",12.0
11041,11041,Break and Enter Residential/Other,"2003/5/31, 20:30",7.0
11042,11042,Theft from Vehicle,"2003/11/21, 11:45",13.0
11043,11043,Theft from Vehicle,"2003/5/14, 23:0",12.0
11044,11044,Theft from Vehicle,"2003/5/13, 21:0",12.0
11046,11046,Break and Enter Residential/Other,"2003/7/19, 1:30",9.0
11048,11048,Theft from Vehicle,"2003/5/3, 1:0",12.0
11049,11049,Theft from Vehicle,"2003/6/10, 17:30",6.0
11050,11050,Break and Enter Residential/Other,"2003/9/11, 0:1",7.0
11052,11052,Theft of Vehicle,"2003/1/27, 14:30",12.0
11053,11053,Mischief,"2003/9/13, 2:50",21.0
11054,11054,Other Theft,"2003/9/21, 12:35",16.0
11056,11056,Theft from Vehicle,"2003/4/19, 23:30",12.0
11057,11057,Mischief,"2003/4/7, 16:15",21.0
11059,11059,Mischief,"2003/1/23, 19:30",21.0
11064,11064,Break and Enter Residential/Other,"2003/10/19, 22:0",12.0
11066,11066,Break and Enter Residential/Other,"2003/11/6, 18:0",12.0
11067,11067,Break and Enter Residential/Other,"2003/11/30, 10:45",9.0
11068,11068,Theft from Vehicle,"2003/11/25, 18:0",10.0
11069,11069,Other Theft,"2003/10/23, 15:21",16.0
11070,11070,Break and Enter Residential/Other,"2003/9/16, 11:0",9.0
11071,11071,Mischief,"2003/2/9, 0:5",8.0
11076,11076,Theft from Vehicle,"2003/11/8, 17:45",23.0
11080,11080,Theft of Vehicle,"2003/3/26, 22:0",12.0
11081,11081,Theft of Bicycle,"2003/11/7, 18:28",20.0
11082,11082,Other Theft,"2003/11/5, 15:32",16.0
11084,11084,Theft of Vehicle,"2003/8/17, 10:0",12.0
11086,11086,Theft of Vehicle,"2003/7/4, 17:0",12.0
11087,11087,Theft of Bicycle,"2003/1/27, 20:0",12.0
11088,11088,Theft of Bicycle,"2003/7/11, 21:30",7.0
11089,11089,Other Theft,"2003/4/12, 18:40",6.0
11090,11090,Break and Enter Residential/Other,"2003/9/26, 14:40",6.0
11091,11091,Theft from Vehicle,"2003/10/22, 19:0",23.0
11093,11093,Theft from Vehicle,"2003/4/18, 18:0",9.0
11094,11094,Mischief,"2003/9/19, 17:0",6.0
11095,11095,Mischief,"2003/5/25, 23:0",7.0
11097,11097,Break and Enter Residential/Other,"2003/2/13, 14:0",7.0
11098,11098,Break and Enter Residential/Other,"2003/6/10, 6:30",7.0
11100,11100,Mischief,"2003/8/15, 8:0",6.0
11101,11101,Theft of Vehicle,"2003/10/18, 3:30",18.0
11102,11102,Mischief,"2003/11/30, 8:50",6.0
11105,11105,Break and Enter Residential/Other,"2003/9/18, 23:0",21.0
11106,11106,Theft from Vehicle,"2003/3/7, 19:30",23.0
11107,11107,Theft from Vehicle,"2003/10/8, 20:0",23.0
11109,11109,Other Theft,"2003/11/22, 15:36",16.0
11110,11110,Theft of Vehicle,"2003/2/22, 20:0",18.0
11114,11114,Break and Enter Residential/Other,"2003/2/5, 11:0",21.0
11117,11117,Break and Enter Residential/Other,"2003/10/16, 22:0",12.0
11119,11119,Theft from Vehicle,"2003/9/5, 13:45",23.0
11120,11120,Theft of Vehicle,"2003/5/5, 18:10",12.0
11121,11121,Theft from Vehicle,"2003/8/8, 19:30",23.0
11124,11124,Break and Enter Residential/Other,"2003/5/11, 1:30",7.0
11125,11125,Mischief,"2003/9/30, 14:30",23.0
11126,11126,Break and Enter Residential/Other,"2003/12/19, 3:19",7.0
11128,11128,Break and Enter Residential/Other,"2003/12/1, 10:0",7.0
11129,11129,Break and Enter Residential/Other,"2003/12/8, 8:0",7.0
11130,11130,Break and Enter Residential/Other,"2003/5/6, 14:30",7.0
11131,11131,Break and Enter Residential/Other,"2003/11/25, 11:30",7.0
11132,11132,Break and Enter Residential/Other,"2003/12/24, 8:30",7.0
11133,11133,Break and Enter Residential/Other,"2003/11/1, 0:0",5.0
11134,11134,Break and Enter Residential/Other,"2003/2/10, 12:15",9.0
11136,11136,Theft from Vehicle,"2003/8/7, 17:30",23.0
11137,11137,Mischief,"2003/4/24, 19:0",6.0
11138,11138,Theft of Vehicle,"2003/12/9, 23:0",12.0
11139,11139,Theft from Vehicle,"2003/3/17, 10:0",9.0
11140,11140,Mischief,"2003/3/27, 20:30",17.0
11141,11141,Break and Enter Residential/Other,"2003/7/21, 0:0",12.0
11145,11145,Theft of Vehicle,"2003/12/22, 22:0",12.0
11151,11151,Theft from Vehicle,"2003/3/7, 22:0",23.0
11153,11153,Theft from Vehicle,"2003/7/18, 14:0",23.0
11155,11155,Theft from Vehicle,"2003/7/17, 16:30",23.0
11156,11156,Theft from Vehicle,"2003/6/1, 0:30",23.0
11157,11157,Mischief,"2003/10/14, 22:0",21.0
11159,11159,Other Theft,"2003/5/4, 15:45",23.0
11163,11163,Theft from Vehicle,"2003/12/5, 0:0",7.0
11166,11166,Theft of Bicycle,"2003/4/15, 12:0",11.0
11167,11167,Theft from Vehicle,"2003/8/13, 19:30",7.0
11168,11168,Theft of Bicycle,"2003/10/14, 19:0",12.0
11169,11169,Theft of Vehicle,"2003/11/4, 15:0",12.0
11171,11171,Theft of Bicycle,"2003/10/12, 0:0",12.0
11172,11172,Other Theft,"2003/4/11, 16:10",23.0
11173,11173,Other Theft,"2003/4/9, 11:13",23.0
11174,11174,Break and Enter Residential/Other,"2003/1/1, 20:0",7.0
11175,11175,Break and Enter Residential/Other,"2003/7/10, 17:30",7.0
11176,11176,Break and Enter Residential/Other,"2003/12/14, 12:0",7.0
11177,11177,Mischief,"2003/11/12, 17:0",14.0
11178,11178,Break and Enter Residential/Other,"2003/4/3, 7:0",21.0
11181,11181,Break and Enter Residential/Other,"2003/10/26, 12:0",7.0
11182,11182,Break and Enter Residential/Other,"2003/6/11, 15:0",8.0
11184,11184,Theft of Bicycle,"2003/7/28, 7:0",12.0
11186,11186,Break and Enter Residential/Other,"2003/12/29, 19:0",7.0
11187,11187,Break and Enter Residential/Other,"2003/5/21, 17:0",16.0
11188,11188,Break and Enter Residential/Other,"2003/4/26, 1:28",8.0
11189,11189,Theft from Vehicle,"2003/2/23, 4:30",20.0
11190,11190,Theft of Vehicle,"2003/10/14, 18:0",12.0
11191,11191,Theft of Bicycle,"2003/10/3, 12:43",10.0
11192,11192,Break and Enter Residential/Other,"2003/12/24, 14:30",7.0
11193,11193,Theft from Vehicle,"2003/7/3, 13:35",23.0
11194,11194,Break and Enter Residential/Other,"2003/7/15, 12:0",7.0
11196,11196,Theft of Bicycle,"2003/9/28, 18:0",10.0
11197,11197,Theft of Vehicle,"2003/2/12, 18:0",12.0
11198,11198,Theft of Bicycle,"2003/5/13, 20:30",12.0
11199,11199,Break and Enter Residential/Other,"2003/1/27, 3:10",7.0
11202,11202,Mischief,"2003/1/11, 4:50",21.0
11203,11203,Theft from Vehicle,"2003/10/11, 0:1",12.0
11205,11205,Theft of Bicycle,"2003/5/10, 20:0",12.0
11206,11206,Theft from Vehicle,"2003/5/3, 19:0",8.0
11208,11208,Theft from Vehicle,"2003/4/25, 18:30",7.0
11209,11209,Break and Enter Residential/Other,"2003/9/5, 2:30",7.0
11210,11210,Break and Enter Residential/Other,"2003/4/7, 22:15",9.0
